insee_code,postal_code,city,latitude,longitude,mayor_first_name,mayor_last_name,mayor_birthdate,first_mandate_date,party
01038,1370,Bény,46.2853749129,5.32614321781,BAVOUX,Patrick,1957-07-25,2014,SE
01039,1350,Béon,45.8543854094,5.76557245306,DUPONT,Jean-Marc,1964-01-23,2014, 
01040,1340,Béréziat,46.3400485451,5.13297724307,THEVENON,Jean Jacques,1951-09-15,2014,SE
01041,1500,Bettant,45.9756078125,5.34313562094,FEZZOLI,Jean-Félix,1956-02-15,2001,SE
01042,1290,Bey,46.2466681,4.88543738301,GENTIL,Michel,1949-10-06,1995,DVG
01043,1700,Beynost,45.8388521429,4.95806179291,NICOD,Michel,1943-05-08,2008,DVD
01044,1200,Billiat,46.1338706653,5.81259483702,BEAUQUIS,Jean-Marc,1955-11-29,1995,SE
01045,1330,Birieux,45.9976909227,5.02164504767,CHRISTOLHOMME,François,1940-09-27,2014,SE
01046,1290,Biziat,46.2466681,4.88543738301,GIRAUD,Christian,1963-03-21,2008,SE
01047,1150,Blyes,45.8772713832,5.32595701713,MARTIN,Daniel,1951-02-08,2014,SE
01049,1120,La Boisse,45.8725197955,5.04054729356,DROGUE,François,1949-10-30,2001,DVD
01050,1190,Boissey,46.4316836316,4.96424452785,TIRREAU,Andrée,1950-05-09,2008,SE
01051,1450,Bolozon,46.1107742949,5.45519733117,BARDET,Guy,1952-03-28,2014,SE
01052,1330,Bouligneux,45.9976909227,5.02164504767,COMTET,Laurent,1968-06-02,2014,SE
01053,1000,Bourg-en-Bresse,46.2069478835,5.22442559307,DEBAT,Jean François,1966-01-24,2008,PS
01054,1800,Bourg-Saint-Christophe,45.8984701804,5.16340257624,PERRET,Bernard,1952-06-09,1995,DVD
01056,1640,Boyeux-Saint-Jérôme,46.0337779297,5.42151732468,CHAPEL,Marie-Christine,1965-06-12,2001,DVD
01057,1190,Boz,46.4316836316,4.96424452785,JOUBERT-LAURENCIN,Monique,1958-09-30,2008,SE
01058,1300,Brégnier-Cordon,45.7328309975,5.65715901636,CHAHINE,Raynald,1973-05-26,2014,SE
01059,1260,Brénaz,45.9506630232,5.68746147482,MARTINOD,Pascale,1962-08-15,2008, 
01060,1110,Brénod,45.9724218119,5.577110369,CARRIER,Annie,1954-06-28,2008, 
01061,1300,Brens,45.7328309975,5.65715901636,PAITA,Jean-Marc,1960-04-28,2008,DVD
01062,1360,Bressolles,45.8283269463,5.15327415034,BEAUVOIS,Fabrice,1969-02-27,2014,SE
01063,1460,Brion,46.1732029522,5.56455683284,CORTINOVIS,André,1941-08-12,2001,SE
01064,1470,Briord,45.805864462,5.47727707691,LAMBERT,Jacky,1954-08-10,2001,SE
01065,1310,Buellas,46.2412963633,5.11553315012,CHANEL,Michel,1953-10-30,2008,Cap21 puis LRC - Cap21
01066,1510,La Burbanche,45.8480243468,5.61949053703,MARIE,Patrick,1958-06-29,2014,SE
01067,1430,Ceignes,46.1000038391,5.54230808548,AUBOEUF,Alain,1961-06-14,2008,SE
01068,1450,Cerdon,46.1107742949,5.45519733117,GOY-CHAVENT,Sylvie,1963-05-23,1995,UDI
01069,1240,Certines,46.0916655381,5.14797548998,THOMAS,Eric,1963-07-01,2008,Divers gauche
01071,1170,Cessy,46.3286268081,6.03059799732,BOUVIER,Christophe,1963-05-06,2008,DVD
01072,1250,Ceyzériat,46.2066710432,5.38605889851,FLOCHON,Jean-Yves,1958-08-15,2001,UMP-LR
01073,1350,Ceyzérieu,45.8543854094,5.76557245306,REUTER,Bernard,1946-07-18,2001,DVD
01074,1320,Chalamont,46.0113616676,5.19303242296,BENMEDJAHED,Ali,1960-12-13,2008,PRG
01075,1480,Chaleins,46.0178170669,4.81482624573,GROS,Gilbert,1941-06-04,2001,DVD
01076,1230,Chaley,45.9329292993,5.4692328328,PERSICO,Jean-Paul,1949-05-18,2008, 
01077,1450,Challes-la-Montagne,46.1107742949,5.45519733117,CUTURIER,Marie-Christine,1956-06-23,2014,SE
01078,1630,Challex,46.2145490709,5.95816552297,CHAPPUIS,Claude,1962-11-27,2014,SE
01079,1260,Champagne-en-Valromey,45.9506630232,5.68746147482,JUILLET,Claude,1952-10-13,Error found,Error found
01080,1110,Champdor,45.9724218119,5.577110369,MARTINAND,Stéphane,1970-02-27,2014, 
01081,1410,Champfromier,46.2796643227,5.91198359476,DE SOUZA,Michel,1958-09-14,1995,UMP-LR
01082,1420,Chanay,45.9853522838,5.7838620591,CALDAIROU,Henri,1958-06-30,2008, 
01083,1990,Chaneins,46.0766987934,4.89959868147,FLAMAND,Patrice,1970-05-19,2014,SE
01084,1400,Chanoz-Châtenay,46.1331001556,4.99858455549,MORANDAT,Olivier,1969-02-14,2014,SE
01085,1240,La Chapelle-du-Châtelard,46.0916655381,5.14797548998,RIMAUD,Cyrille,1960-05-05,2008,SE
01087,1130,Charix,46.1948352393,5.7148151411,PALISSON,Didier,1964-07-14,2014,SE
01088,1800,Charnoz-sur-Ain,45.8984701804,5.16340257624,GUYADER,Jean-Louis,1949-04-22,2001,UDI
01089,1500,Château-Gaillard,45.9756078125,5.34313562094,BRUNET,Joël,1955-05-02,2008,DVD
01090,1320,Châtenay,46.0113616676,5.19303242296,CHAFFARD,Cyrille,1972-07-02,2014, 
01091,1200,Châtillon-en-Michaille,46.1338706653,5.81259483702,PERREARD,Patrick,1963-06-29,2001,DVD
01092,1320,Châtillon-la-Palud,46.0113616676,5.19303242296,MICHON,André,1947-12-15,2009, 
01093,1400,Châtillon-sur-Chalaronne,46.1331001556,4.99858455549,CLAYETTE,Yves,1952-08-15,2008,UMP puis LR
01094,1190,Chavannes-sur-Reyssouze,46.4316836316,4.96424452785,MOREL,Paul,1948-10-16,2008,SE
01095,1250,Chavannes-sur-Suran,46.2066710432,5.38605889851,LAURENT,Jean Jacques,1953-01-21,2014,SE
01096,1660,Chaveyriat,46.2212048437,5.05767036024,JACQUET,Claude,1956-08-29,1995,DVG
01097,1510,Chavornay,45.8480243468,5.61949053703,SERPOL,Robert,1952-09-19,2008, 
01098,1300,Chazey-Bons,45.7328309975,5.65715901636,BONNARD,Didier,1959-09-03,2008,SE
01099,1150,Chazey-sur-Ain,45.8772713832,5.32595701713,DULOT,René,1948-03-02,1995,DVG
01100,1510,Cheignieu-la-Balme,45.8480243468,5.61949053703,BUET,Marc,1958-06-13,2014,SE
01101,1430,Chevillard,46.1000038391,5.54230808548,ROLANDEZ,Jean-Paul,1951-01-12,2014, 
01102,1190,Chevroux,46.4316836316,4.96424452785,SAVOT,Dominique,1962-07-03,2008,SE
01103,1170,Chevry,46.3286268081,6.03059799732,RAVOT,Jean-François,1947-09-05,1995,DVG
01104,1410,Chézery-Forens,46.2796643227,5.91198359476,VUAILLAT,Bernard,1956-08-14,2014,SE
01105,1390,Civrieux,45.9283135136,4.92727608131,BEGUET,Marie Jeanne,1949-04-17,1995,MoDem
01106,1250,Cize,46.2066710432,5.38605889851,DESBOIS,Luc,1965-01-31,2014,SE
01107,1230,Cleyzieu,45.9329292993,5.4692328328,PEYSSON,Jean,1950-02-19,2008, 
01108,1270,Coligny,46.3890219242,5.30343220636,RAFFIN,Bruno,1961-07-16,2014,DVD
01109,1550,Collonges,46.1521009626,5.90976446888,DUPARC,André,1946-10-07,2008,DVD
01110,1300,Colomieu,45.7328309975,5.65715901636,JULLIARD,Gérard,1953-06-27,2008,SE
01111,1230,Conand,45.9329292993,5.4692328328,CHABERT,Gérard,1953-03-05,2014,SE
01112,1430,Condamine,46.1000038391,5.54230808548,BRUYAS,Gérard,1951-09-11,2014, 
01113,1400,Condeissiat,46.1331001556,4.99858455549,DUPRE,Alain,1948-12-20,2008,SE
01114,1200,Confort,46.1338706653,5.81259483702,JERDELET,Michel,1953-09-16,2008, 
01115,1310,Confrançon,46.2412963633,5.11553315012,COLAS,Christiane,1953-10-19,2001,PS
01116,1300,Contrevoz,45.7328309975,5.65715901636,SAUREL,Alain,1951-07-19,1989, 
01117,1300,Conzieu,45.7328309975,5.65715901636,JANET,Guy,1943-02-10,2014,SE
01118,1420,Corbonod,45.9853522838,5.7838620591,TRAVAIL,Joseph,1945-09-24,2001, 
01119,None,Corcelles,None,None,BALLAND,Alain,1965-01-16,Error found,Error found
01121,1110,Corlier,45.9724218119,5.577110369,DUPONT,Jean-François,1962-11-29,2008, 
01122,1110,Cormaranche-en-Bugey,45.9724218119,5.577110369,EMIN,Philippe,1962-07-26,2014,LR
01123,1290,Cormoranche-sur-Saône,46.2466681,4.88543738301,CHAPPELON,Yves Augustin,1955-09-08,2008,LR
01124,1560,Cormoz,46.44295833,5.12304891736,RIONDY,Pierre,1954-06-29,2012,SE
01125,1250,Corveissiat,46.2066710432,5.38605889851,MORELET,Brigitte,1957-04-27,2014,SE
01127,1370,Courmangoux,46.2853749129,5.32614321781,MORNAY,Mireille,1959-01-09,2008,SE
01128,1560,Courtes,46.44295833,5.12304891736,PALLEGOIX,Thierry,1971-02-10,2014, 
01129,1320,Crans,46.0113616676,5.19303242296,CHENOT,Jean-Marie,1952-05-16,2014, 
01130,1340,Cras-sur-Reyssouze,46.3400485451,5.13297724307,PERRIN,Gérard,1959-02-16,2008,DVG
01133,1350,Cressin-Rochefort,45.8543854094,5.76557245306,PETIT,Thierry,1965-02-12,2014,SE
01134,1290,Crottet,46.2466681,4.88543738301,PERRUCHE,Daniel,1947-03-30,2001,DVD
01135,1170,Crozet,46.3286268081,6.03059799732,DONZE,Dominique,1953-06-26,2014,DVD
01136,1290,Cruzilles-lès-Mépillat,46.2466681,4.88543738301,LAY,Christian,1954-04-28,1995,SE
01138,1350,Culoz,45.8543854094,5.76557245306,ANDRE-MASSE,Franck,1963-09-22,2014,SE
01139,1560,Curciat-Dongalon,46.44295833,5.12304891736,CLAPPAZ,Marie-Laure,1957-05-09,2008,SE
01140,1310,Curtafond,46.2412963633,5.11553315012,GALLET,Gérard,1951-03-21,1995,UMP-LR
01141,1300,Cuzieu,45.7328309975,5.65715901636,RAMON,Michel,1945-10-13,2014,SE
01142,1120,Dagneux,45.8725197955,5.04054729356,SIMPLEX,Bernard,1953-08-07,2008,DVD
01143,1220,Divonne-les-Bains,46.3657930813,6.1147054957,BLANC,Etienne,1954-08-29,1991,"UDF puis
UMP-LR
"
01144,1380,Dommartin,46.3161847468,4.97400450524,NOVE-JOSSERAND,Michel,1956-05-26,2014,SE
01145,1240,Dompierre-sur-Veyle,46.0916655381,5.14797548998,BERARD,Jean,1950-08-19,2001,Divers Droite
01146,1400,Dompierre-sur-Chalaronne,46.1331001556,4.99858455549,MUNERET,Didier,1959-07-26,2001,SE
01147,1270,Domsure,46.3890219242,5.30343220636,PAUGET,Yvan,1978-07-27,2014,SE
01148,1590,Dortan,46.3238684456,5.65548376535,DUBARE,Marianne,1958-11-10,2008,PS
01149,1500,Douvres,45.9756078125,5.34313562094,LIMOUSIN,Christian,1953-03-25,2014,SE
01150,1250,Drom,46.2066710432,5.38605889851,GUILLEMOT,Yves,1957-09-22,2014,SE
01151,1160,Druillat,46.0747014809,5.31394582841,EMIN,Jean-Luc,1962-04-14,2014, 
01152,1130,Echallon,46.1948352393,5.7148151411,SAVOYE,Daniel,1953-06-26,2008,SE
01153,1170,Echenevex,46.3286268081,6.03059799732,REBEIX,Pierre,1947-12-14,2014,DVD
01154,1340,Etrez,46.3400485451,5.13297724307,GRIGNOLA-BERNARD,Virginie,1970-12-01,2014,SE
01155,1230,Evosges,45.9329292993,5.4692328328,GUILLET,Christophe,1949-08-16,2014, 
01156,1800,Faramans,45.8984701804,5.16340257624,BROCHIER,Gérard,1956-10-26,2014,SE
01157,1480,Fareins,46.0178170669,4.81482624573,DUMOULIN,Yves,1955-12-15,2008,DVD
01158,1550,Farges,46.1521009626,5.90976446888,GRAZIOTTI,Monique,1961-08-22,2014,SE
01159,1570,Feillens,46.3545794503,4.88868114295,BILLOUDET,Guy,1959-03-07,1995,UMP-LR
01160,1210,Ferney-Voltaire,46.2774426572,6.10074151675,RAPHOZ,Daniel,1955-12-06,2014,UDI
01162,1350,Flaxieu,45.8543854094,5.76557245306,BAL,Serge,1956-03-09,2008,SE
01163,1340,Foissiat,46.3400485451,5.13297724307,FROMONT,Jean-Pierre,1946-03-23,2001,DVG
01165,1090,Francheleins,46.0869886552,4.79611073763,LECLERC,Irène,1961-05-30,2007,DVD
01166,1480,Frans,46.0178170669,4.81482624573,THEVENET,Martial,1956-07-11,2008,DVD
01167,1140,Garnerans,46.1670266686,4.8459954399,VIOT,Dominique,1961-02-03,2014,SE
01169,1090,Genouilleux,46.0869886552,4.79611073763,DESPLACE,Robert,1947-02-11,2010,SE
01170,1460,Beard-Géovreissiat,46.1732029522,5.56455683284,COMTET,Laurent,1967-12-02,2014,SE
01171,1100,Géovreisset,46.2468792013,5.65226081977,MOREL,Jeannine,1948-06-25,2008,SE
01172,1250,Germagnat,46.2066710432,5.38605889851,BINARD,Alain,1948-12-09,2014,SE
01173,1170,Gex,46.3286268081,6.03059799732,DUNAND,Patrice,1968-10-15,2014,DVD
01174,1130,Giron,46.1948352393,5.7148151411,TARPIN-LYONNET,Eric,1963-02-01,2014,SE
01175,1190,Gorrevod,46.4316836316,4.96424452785,GUILLERMIN,Henri,1940-12-24,1995,UMP-LR
01176,None,Le Grand-Abergement,None,None,ROCHE,Jean,1947-04-17,2014, 
01177,1250,Grand-Corent,46.2066710432,5.38605889851,CHARLES,Bernard,1951-06-22,2012,SE
01179,1290,Grièges,46.2466681,4.88543738301,RENOUD,Joëlle,1957-10-05,2014,SE
01180,1220,Grilly,46.3657930813,6.1147054957,HEBERT,Judith,1970-03-10,2014,SE
01181,1100,Groissiat,46.2468792013,5.65226081977,MARRON,Jean-Luc,1951-09-21,2014,DVD
01182,None,Groslée,None,None,AURELE,Marthe,1943-02-16,Error found,Error found
01183,1090,Guéreins,46.0869886552,4.79611073763,MORILLON,Guy,1951-02-01,2001,DVD puis UDI
01184,1250,Hautecourt-Romanèche,46.2066710432,5.38605889851,AZNAR,Vincent,1974-07-22,2014,SE
01185,1110,Hauteville-Lompnes,45.9724218119,5.577110369,ARGENTI,Bernard,1951-06-13,2001,UMP
01186,1110,Hostiaz,45.9724218119,5.577110369,BOUCLIER,Henriette,1941-04-17,2009, 
01187,1260,Hotonnes,45.9506630232,5.68746147482,GENESSAY,Jean-Louis,1948-01-31,2014, 
01188,1140,Illiat,46.1670266686,4.8459954399,LITAUDON,Bernard,1948-06-15,2008,SE
01189,1200,Injoux-Génissiat,46.1338706653,5.81259483702,COCHET,Albert,1961-04-25,2010,DVG
01190,1680,Innimond,45.752622921,5.55446422211,NODET,Eric,1963-11-06,2008,SE
01191,1430,Izenave,46.1000038391,5.54230808548,DRUET,Thiery,1964-07-22,2014, 
01192,1580,Izernore,46.2402104429,5.54908625912,COLLETAZ,Michel,1947-10-03,2008,sans étiquette mais répertorié DVD[13] par le ministère de l'intérieur
01193,1300,Izieu,45.7328309975,5.65715901636,MARTIN-BARBAZ,Denis,1965-03-30,2014,DVD
01194,1480,Jassans-Riottier,46.0178170669,4.81482624573,REVERCHON,Jean-Pierre,1949-05-13,2014,SE
01195,1250,Jasseron,46.2066710432,5.38605889851,MATHIEU,Alain,1959-06-25,2014,DVG
01196,1340,Jayat,46.3400485451,5.13297724307,LONGERON,Robert,1950-03-13,2014,DVD
01197,1250,Journans,46.2066710432,5.38605889851,SEYZERIAT,Gérard,1954-03-13,2010, 
01198,1800,Joyeux,45.8984701804,5.16340257624,BROCARD,Marius,1942-12-08,2001,SE
01199,1640,Jujurieux,46.0337779297,5.42151732468,BOLLACHE,Anne,1966-10-17,2014,DVG
01200,1450,Labalme,46.1107742949,5.45519733117,MOLLIE,Frédérique,1968-11-23,2014,SE
01202,1150,Lagnieu,45.8772713832,5.32595701713,MOINGEON,André,1948-10-26,2004,UMP-LR
01203,1290,Laiz,46.2466681,4.88543738301,ZANCANARO,Yves,1953-07-05,2001,SE
01204,1130,Lalleyriat,46.1948352393,5.7148151411,GOIFFON,Denis,1956-09-02,1995, 
01205,1200,Lancrans,46.1338706653,5.81259483702,MAYET,Christophe,1971-06-10,2014,DVD
01206,1430,Lantenay,46.1000038391,5.54230808548,LEROY,Hervé,1955-03-11,2011, 
01207,1330,Lapeyrouse,45.9976909227,5.02164504767,DUBOST,Gilles,1959-04-11,2008,SE
01208,1350,Lavours,45.8543854094,5.76557245306,WAELPUT,Daniel,1952-11-12,2014,SE
01209,1200,Léaz,46.1338706653,5.81259483702,GILLARD,Alain,1952-07-06,2014,SE
01210,1410,Lélex,46.2796643227,5.91198359476,MOREL,Pierre,1945-10-21,2014,SE
01211,1240,Lent,46.0916655381,5.14797548998,PANABIERES,Marie-Claire,1961-09-17,2014,Sans étiquette
01212,1560,Lescheroux,46.44295833,5.12304891736,NICOLIER,Aimé,1972-05-17,2014,SE
01213,1150,Leyment,45.8772713832,5.32595701713,BOTTEX,Marilyn,1976-07-15,2008,DVD
01214,1450,Leyssard,46.1107742949,5.45519733117,MOURLEVAT,Michel,1958-01-18,2008,DVG
01215,1420,Lhôpital,45.9853522838,5.7838620591,MALFAIT,Frédéric,1974-11-28,2014,SE
01216,1680,Lhuis,45.752622921,5.55446422211,ALBERT,Simon,1947-03-18,2008,SE
01218,1260,Lochieu,45.9506630232,5.68746147482,BERTHIER,Gérard,1949-02-24,2008, 
01219,1680,Lompnas,45.752622921,5.55446422211,DURAND,François-Xavier,1962-06-15,2001, 
01221,1260,Lompnieu,45.9506630232,5.68746147482,CHARVET,Marc,1947-09-10,2010, 
01224,1360,Loyettes,45.8283269463,5.15327415034,GAGNE,Jean-Pierre,1957-09-23,2008,DVD
01225,1090,Lurcy,46.0869886552,4.79611073763,BISIGNANO,Nathalie,1964-10-15,2008,SE
01227,1300,Magnieu,45.7328309975,5.65715901636,TURELLO,René,1944-10-31,1995, 
01228,1430,Maillat,46.1000038391,5.54230808548,DUCRET,Jean Cyrille,1958-06-07,1995,SE
01229,1340,Malafretaz,46.3400485451,5.13297724307,VIVIET,Alain,1950-05-19,2008,DVD
01230,1560,Mantenay-Montlin,46.44295833,5.12304891736,LEMAIRE,Michel,1950-07-26,2014,SE
01231,1570,Manziat,46.3545794503,4.88868114295,LARDET,Denis,1967-09-05,2014,LR
01232,1851,Marboz,46.3443305857,5.24375404397,GESTAS,Alain,1954-11-06,2008,DVG
01233,1680,Marchamp,45.752622921,5.55446422211,MARCELLI,Jean,1943-07-01,1995,SE
01234,1300,Marignieu,45.7328309975,5.65715901636,PUTHOD,Bernard,1958-02-12,2001, 
01235,1240,Marlieux,46.0916655381,5.14797548998,GRANDJEAN,Jean-Paul,1943-07-03,2014,SE
01236,1340,Marsonnas,46.3400485451,5.13297724307,ANTOINET,Guy,1953-08-23,2014,DVD
01237,1100,Martignat,46.2468792013,5.65226081977,LOCATELLI,Yves,1948-12-05,2014,SE
01238,1600,Massieux,45.9478092043,4.80583207499,GRISON,Bernard,1950-05-21,2008,DVD
01239,1300,Massignieu-de-Rives,45.7328309975,5.65715901636,QUINARD,Julien,1980-10-24,Error found,Error found
01240,1580,Matafelon-Granges,46.2402104429,5.54908625912,DUPARCHY,Jean-Pierre,1954-04-21,2008,SE
01241,1370,Meillonnas,46.2853749129,5.32614321781,NEVEU,Jean-Paul,1947-07-01,2010,DvD
01242,1450,Mérignat,46.1107742949,5.45519733117,LE CORRE,Marie-Odile,1954-02-10,2014,SE
01243,1480,Messimy-sur-Saône,46.0178170669,4.81482624573,BADOIL,Yvette,1950-10-29,2014,SE
01244,1800,Meximieux,45.8984701804,5.16340257624,BUSSY,Christian,1949-07-20,1995,LR
01245,1250,Bohas-Meyriat-Rignat,46.2066710432,5.38605889851,LUEZ,Jean-Luc,1951-12-12,1995,DVG
01246,1660,Mézériat,46.2212048437,5.05767036024,ROBIN,Etienne,1953-05-03,2008,LR
01247,1410,Mijoux,46.2796643227,5.91198359476,LAPEYRERE,Jean-Yves,1962-08-07,2008,SE
01248,1390,Mionnay,45.9283135136,4.92727608131,CORMORECHE,Henri,1954-12-09,2008,DVD
01249,1700,Miribel,45.8388521429,4.95806179291,VIRICEL,Sylvie,1960-08-13,2014,DVG
01250,1600,Misérieux,45.9478092043,4.80583207499,SERRAT,Etienne,1946-04-05,2008,DVD
01252,1140,Mogneneins,46.1670266686,4.8459954399,CHAMPION,Jean-Pierre,1948-09-15,2008,SE
01254,1250,Montagnat,46.2066710432,5.38605889851,CHICHOUX,Yvan,1954-10-08,2001, 
01255,1470,Montagnieu,45.805864462,5.47727707691,ARRIGONI,Amandine,1981-10-17,2009,SE
01257,1200,Montanges,46.1338706653,5.81259483702,PATUEL,Daniel,1942-02-23,2008,SE
01258,1090,Montceaux,46.0869886552,4.79611073763,DESCHIZEAUX,Jean-Claude,1948-03-16,1989,DvD
01259,1310,Montcet,46.2412963633,5.11553315012,BOUILLOUX,Yves,1956-05-11,1995,SE
01260,1800,Le Montellier,45.8984701804,5.16340257624,MARTIN,Patrice,1971-05-13,2014,SE
01261,1390,Monthieux,45.9283135136,4.92727608131,BACONNIER,Gisèle,1952-02-12,1995,DVD
01262,1120,Montluel,45.8725197955,5.04054729356,DAUBIE,Romain,1980-05-05,2014,UMP-LR
01263,1090,Montmerle-sur-Saône,46.0869886552,4.79611073763,LAMURE,Raphaël,1971-02-23,2014,DVD
01264,1310,Montracol,46.2412963633,5.11553315012,DRUGUET,Thierry,1959-08-02,2014,SE
01265,1460,Montréal-la-Cluse,46.1732029522,5.56455683284,DEGUERRY,Jean,1963-11-22,2014,DVD-LR[5]
01266,1340,Montrevel-en-Bresse,46.3400485451,5.13297724307,ROCHE,Jean-Pierre,1953-03-08,1995,DVG
01267,1460,Nurieux-Volognat,46.1732029522,5.56455683284,BERGER,Arlette,1948-08-18,2014,DVG
01268,1300,Murs-et-Gélignieux,45.7328309975,5.65715901636,CONAND,Jean-Paul,1964-06-26,Error found,Error found
01269,1130,Nantua,46.1948352393,5.7148151411,CARMINATI,Jean-Pierre,1957-01-24,2008,DVD
01271,None,Nattages,None,None,COMET,Claude,1954-11-16,Error found,Error found
01272,1400,Neuville-les-Dames,46.1331001556,4.99858455549,CHEVREL,Florent,1971-02-25,2014,SE
01273,1160,Neuville-sur-Ain,46.0747014809,5.31394582841,DUPUIS,Thierry,1959-01-19,2001,DVG
01274,1130,Les Neyrolles,46.1948352393,5.7148151411,JUILLARD,Lucien,1949-07-24,2008,SE
01275,1700,Neyron,45.8388521429,4.95806179291,GADIOLET,André,1943-07-12,2003,SE
01276,1120,Niévroz,45.8725197955,5.04054729356,BATTISTA,Patrick,1959-12-28,2001,"UMP-LR[21],[Note 1]"
01277,1230,Nivollet-Montgriffon,45.9329292993,5.4692328328,LHERBE,Jean-Claude,1953-11-30,1983, 
01279,1230,Oncieu,45.9329292993,5.4692328328,PERNOD,Ghislaine,1956-05-08,2014, 
01280,1510,Ordonnaz,45.8480243468,5.61949053703,REYMOND-BABOLAT,Evelyne,1947-06-08,1990,SE
01281,1210,Ornex,46.2774426572,6.10074151675,OBEZ,Jean-François,1946-03-07,2014,DVD
01282,1430,Outriaz,46.1000038391,5.54230808548,MOREL,Claude,1947-07-18,1995, 
01283,1100,Oyonnax,46.2468792013,5.65226081977,PERRAUD,Michel,1953-04-15,2008,UDI
01284,1190,Ozan,46.4316836316,4.96424452785,FEYEUX,René,1945-05-18,2008,SE
01285,1600,Parcieux,45.9478092043,4.80583207499,LAUTIER,Vincent,1964-04-17,2014,SE
01286,1300,Parves,45.7328309975,5.65715901636,BIJOT,Jean-François,1955-04-22,Error found,Error found
01288,1630,Péron,46.2145490709,5.95816552297,ARMAND,Christian,1956-06-25,1995,DVG
01289,1960,Péronnas,46.1542253866,5.17526170568,CHANEL,Christian,1949-11-18,2001,DVD
01290,1800,Pérouges,45.8984701804,5.16340257624,VERNAY,Paul,1955-10-06,2008,EÉLV
01291,1540,Perrex,46.2212986861,4.98198011208,DAUJAT,Bernard,1952-05-17,2008,SE
01292,None,Le Petit-Abergement,None,None,GIRAUD GUIGUES,Bernard,1966-03-05,Error found,Error found
